XCoord;YCoord;NR;ADRESSE;TIEFE_M;GOK;AUFNDATUM;HERKUNFT;PHI;LAMBDA
1718769,282;5943454,122;3462;Lebern (LB15);25;340,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,008453;15,439967
1721499,887;5943545,243;3467;Thondorf (TB10);20;329,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,009014;15,464497
1719912,661;5943706,536;3465;Lebern (LB8);20;331;31.12.1899;Stadt Graz - Stadtvermessung;47,010002;15,450238
1721306,142;5943854,404;3466;Thondorf (TB9);20;329;31.12.1899;Stadt Graz - Stadtvermessung;47,010906;15,462756
1718864,387;5943972,132;3461;Lebern (LB7);25;340,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,011627;15,440822
1719433,1;5944298,788;3463;Lebern (FB4);20;333,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,013626;15,44593
1718027,661;5944423,636;3460;Seiersberg-Mitterstr. 214-östl. (SB1);25;343,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,014393;15,433305
1721730,561;5944527,354;3457;Thondorf/A2-Autobahn/Graben (G45B);1,9;337,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,015026;15,466569
1722479,201;5944614,968;3458;A2-Autobahn/Liebenauerhauptstr.-West (G44S);0,3;335,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,015564;15,473294
1722521,573;5944622,78;3459;A2-Autobahn/Liebenauerhauptstr.-Ost (G44B);4,9;334,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,015614;15,473675
1720235,799;5944653,036;3464;Lebern (LB5);20;330,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,015797;15,453141
1714404,586;5944877,393;3282;Bahnhofstr. 8a-Süd (B10a-e);0,2;348,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,01717;15,400759
1720944,902;5945003,236;3441;Eintrachtg. 77 (E74);0,3;334;31.12.1899;Stadt Graz - Stadtvermessung;47,017944;15,459511
1716020,018;5944959,754;3367;Rupertweg 2 (R2);0,6;345,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,017677;15,41527
1724256,548;5945067,699;3480;Autobahnknoten-Graz-Ost (KGOI);12,8;340,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,018337;15,48926
1714409,375;5944967,042;3281;Bahnhofstr. 8a-Nord (B10a-e);0,2;348,5;31.12.1899;Stadt Graz - Stadtvermessung;47,017719;15,400802
1723716,9;5945104,422;3470;Thondorf - Südautobahn (G43Bb);11;347,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,018562;15,484412
1723759,069;5945131,319;3471;Thondorf - Südautobahn (G43B);3,8;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,018726;15,484791
1723796,894;5945153,763;3472;Thondorf - Südautobahn (G43Ba);14,6;347;31.12.1899;Stadt Graz - Stadtvermessung;47,018864;15,485131
1724003,838;5945161,892;3479;Autobahnknoten-Graz-Ost (KGO/2B);12,7;341,5;31.12.1899;Stadt Graz - Stadtvermessung;47,018913;15,48699
1714236,633;5945075,126;4290;Kärntnerstr. 451;1;351,200012;07.08.1999;Stadt Graz - Stadtvermessung;47,018383;15,39925
1722235,645;5945193,884;4501;Liebenauer Hauptstraße;2,7;331,5;23.11.2001;Stadt Graz - Stadtvermessung;47,019112;15,471106
1714236,107;5945119,182;4289;Kärntnerstr. 446 gegenüber;1;351,299988;07.08.1999;Stadt Graz - Stadtvermessung;47,018654;15,399245
1714139,582;5945122,429;4696;Kärntnerstrasse;1;360,700012;04.12.2005;Stadt Graz - Stadtvermessung;47,018673;15,398377
1721583,433;5945252,727;3436;Wilh.-Rosche-G. 24 (Puchwerk);20;332,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,01947;15,465247
1714721,809;5945646,422;4118;Gradnerstr. 82- gegenüber;3,8;348,899994;29.06.1995;Stadt Graz - Stadtvermessung;47,021881;15,403608
1714467,143;5945649,251;3280;Gradnerstr. 197-S-Seite (G197);1,9;349,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,0219;15,40132
1719096,49;5945704,927;3420;Rudersdorferstr.110;0,1;337,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,02224;15,442906
1722219,622;5945718,072;3454;Liebenauerhauptstr. 287-O-Eck (L237-5);0,2;339,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,02232;15,470963
1718672,288;5945730,909;4287;Feldkirchnerweg NE von 65;1;339,100006;07.08.1999;Stadt Graz - Stadtvermessung;47,0224;15,439095
1721216,573;5945786,215;4135;Kloiberweg 41;2,5;334,600006;29.09.1995;Stadt Graz - Stadtvermessung;47,022739;15,461951
1715280,445;5945719,176;3288;Kudlichweg 21 (K21);0;347,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,022327;15,408627
1717193,353;5945796,043;3413;Gradnerstr.28(N/G1);0,3;347,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,022797;15,425811
1717272,226;5945813,12;3414;Nippelg.18(N/G-2);0,3;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,022903;15,426518
1717449,364;5945816,651;3416;Gradnerstr. 15;0,4;348;31.12.1899;Stadt Graz - Stadtvermessung;47,022923;15,42811
1717243,949;5945852,45;3415;Nippelg.14/18(N/G-3);0,1;347,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,023144;15,426265
1717921,995;5945946,992;4320;KB-G29/97 Gradnerstr.Verlängerung;15;344,600006;23.02.1998;Stadt Graz - Stadtvermessung;47,023724;15,432356
1718072,093;5945972,231;4321;KB-G30/97 Gradnerstr.Verlängerung Bahnübergang;22;345,100006;11.02.1998;Stadt Graz - Stadtvermessung;47,023876;15,433704
1717999,079;5946018,391;4318;KB-G27/97 Bahnübergang Gradnerstr.Verlängerunge;23;344,899994;17.02.1998;Stadt Graz - Stadtvermessung;47,024158;15,433048
1721797,626;5946061,509;4190;Liebenauer Hauptstr. 254 gegenüber;2;338;13.09.1997;Stadt Graz - Stadtvermessung;47,024422;15,467172
1721884,648;5946084,511;4130;Liebenauer Hauptstr. 256;2;340;14.11.1995;Stadt Graz - Stadtvermessung;47,024563;15,467953
1718095,06;5946050,348;4319;KB-G28/97 Bahnübergang Gradnerstr.Verlängerung;22;344,700012;17.02.1998;Stadt Graz - Stadtvermessung;47,024357;15,43391
1720859,549;5946090,676;3434;Hortg.32;0,45;333,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,024601;15,458744
1723676,516;5946127,759;3474;Autobahnzubringer-Ost-südl. (ZGO3Bb);11;344,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,02483;15,48405
1720927,937;5946129,636;3435;Hortg. 36;0,45;333,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,024841;15,459358
1714288,672;5946077,493;4127;Kärntnerstr. 398;3,7;351,100006;29.09.1995;Stadt Graz - Stadtvermessung;47,024521;15,399717
1714992,017;5946087,372;4627;Hafnerstraße/GKB;2,1;348,200012;16.05.2004;Stadt Graz - Stadtvermessung;47,024582;15,406035
1718774,921;5946168,349;3442;Mälzerweg 42-Ostseite (M42);0;339;31.12.1899;Stadt Graz - Stadtvermessung;47,025078;15,440018
1715398,358;5946137,741;4038;Hafnerstr. 158 - südl. (H158);0,3;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,024891;15,409686
1717790,129;5946170,207;4128;Mitterstr. 20;2,5;345,600006;29.09.1995;Stadt Graz - Stadtvermessung;47,025089;15,431171
1723667,396;5946158,507;3473;Autobahnzubringer-Ost (ZGO3Ba);13,5;343,5;31.12.1899;Stadt Graz - Stadtvermessung;47,025017;15,483968
1715604,845;5946149,003;3362;Hafnerstr./Autobahnzubringer (ZGW3B);0,9;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,02496;15,411541
1718981,116;5946192,747;4685;Kaiserwiesenweg / w' Haus Nr.4;2,6;335,5;11.09.2005;Stadt Graz - Stadtvermessung;47,025227;15,44187
1718784,218;5946200,772;4109;Ruthardweg / Mälzerweg;2;339,100006;20.06.1995;Stadt Graz - Stadtvermessung;47,025276;15,440102
1715182,515;5946199,809;3287;Peter-Leardi-Weg 3-Südseite (PL3);0;349,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,025269;15,407746
1714771,004;5946202,249;4626;Hafnerstraße/Hans Koren Ring;2,4;348,700012;16.05.2004;Stadt Graz - Stadtvermessung;47,025284;15,40405
1719089,725;5946299,755;3421;Auer-Welsbach-G.8;0,1;336;31.12.1899;Stadt Graz - Stadtvermessung;47,025883;15,442845
1714833,352;5946254,407;3283;Hafnerstr. 190-nordwestl. (H);0,4;348,5;31.12.1899;Stadt Graz - Stadtvermessung;47,025604;15,40461
1720622,473;5946339,196;3433;Eichbachg.43;0,2;335,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,026123;15,456614
1719713,6;5946333,314;4208;auer Welsbach G. (Gaswerk gegenüber Gasometerw.;25;335,600006;14.08.1997;Stadt Graz - Stadtvermessung;47,026089;15,44845
1716786,459;5946321,565;4224;Kübeckgasse 13;1,8;348,399994;02.10.1999;Stadt Graz - Stadtvermessung;47,026016;15,422155
1717885,916;5946334,37;4317;KB-G26/97 Bahnübergang Mitterstr. südwestseitig;25;346,299988;18.02.1998;Stadt Graz - Stadtvermessung;47,026093;15,432032
1723985,264;5946405,817;3477;Fuchsenfeldweg (1);8,1;343,5;31.12.1899;Stadt Graz - Stadtvermessung;47,026531;15,486823
1717914,848;5946352,332;4316;KB-G25/97 Bahnübergang Mitterstr. südostseitig;23;346,299988;09.02.1998;Stadt Graz - Stadtvermessung;47,026203;15,432292
1717910,256;5946356,686;4632;Mitterstraße;4;346,799988;16.05.2004;Stadt Graz - Stadtvermessung;47,02623;15,43225
1719995,806;5946383,525;4211;Gasometerweg 13 südlich;21,700001;335,899994;04.09.1997;Stadt Graz - Stadtvermessung;47,026394;15,450985
1714412,004;5946344,85;3279;Kärntner-Str. 377 (K377);0,6;350,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,026157;15,400826
1716643,144;5946393,334;4628;Hafnerstraße 80;3,2;348,100006;16.05.2004;Stadt Graz - Stadtvermessung;47,026455;15,420868
1719868,54;5946436,433;4209;auer Welsbach G. (Gaswerk gegenüber Gasometerw.;22,6;335,700012;13.08.1997;Stadt Graz - Stadtvermessung;47,026718;15,449841
1718328,338;5946420,276;4284;Ruthardweg 26;2,5;343;20.06.1993;Stadt Graz - Stadtvermessung;47,026619;15,436007
1718370,082;5946432,509;4285;Ruthardweg 26 (I);2,5;342,100006;20.06.1993;Stadt Graz - Stadtvermessung;47,026695;15,436381
1718403,823;5946440,243;4286;Ruthardweg 26 (II);2,5;341,399994;20.06.1993;Stadt Graz - Stadtvermessung;47,026741;15,436685
1724024,976;5946512,015;3478;Fuchsenfeldweg (2);5,4;343,5;31.12.1899;Stadt Graz - Stadtvermessung;47,027184;15,48718
1718847,738;5949414,647;2824;Sturzg.-Städt.Wirtschaftshof-Süd(1);1;342,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,044952;15,440672
1717173,511;5949402,62;2799;Zentralfriedhof(Z6);0,4;347,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,04488;15,425632
1716956,703;5949403,026;2804;Zentralfriedhof(Z11);0,3;351,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,044884;15,423684
1724386,487;5945292,36;3481;Autobahnknoten-Graz-Ost (ZGO/1B);9,7;342,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,019714;15,490427
1722308,639;5945279,882;4189;Liebenauer Hauptstr. 312;2;336;13.09.1997;Stadt Graz - Stadtvermessung;47,019638;15,471762
1715907,559;5945247,771;4037;Gradnerstr. 101b-südl. (G101b);0,6;345,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,01944;15,41426
1721705,011;5945380,398;3455;Wilhelm-Rösche-G. 5-innen (1);2;333;31.12.1899;Stadt Graz - Stadtvermessung;47,020252;15,466339
1721720,953;5945395,264;3456;Wilhelm-Rösche-G. 5 (2);1;333;31.12.1899;Stadt Graz - Stadtvermessung;47,020344;15,466482
1717232,617;5945351,445;4099;Strennweg 14;1,5;346,100006;21.03.1995;Stadt Graz - Stadtvermessung;47,020077;15,426163
1718054,467;5945403,582;3418;Etrichg. 35 (E/G);0,3;344,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,020393;15,433546
1724182,88;5945476,689;3469;Autobahnknoten-Ost (ZGO2/Ba);9,8;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,020844;15,488598
1724135,84;5945493,804;3468;Autobahnknoten-Ost (ZGO2/Bb);2;345,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,020947;15,488175
1718035,114;5945431,266;3417;Etrichg. 32 (E(S)B2);21;344,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,020565;15,433372
1718867,064;5945458,473;4288;Feldkirchnerweg E von 75;3;337,5;20.03.1999;Stadt Graz - Stadtvermessung;47,020729;15,440845
1715955,965;5945427,535;3364;Gradnerstr. 112 (G112);0,6;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,020542;15,414695
1722232,006;5945524,323;4502;Liebenauer Hauptstraße 297;10;340;23.11.2001;Stadt Graz - Stadtvermessung;47,021133;15,471073
1716093,17;5945464,405;3366;Gradnerstr. 100 (G98/100);0,7;346,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,020767;15,415927
1718210,1;5945519,948;4322;KB-G31/97 Bahnübergang Grenzgasse (Am Wagrain33;23;344,100006;23.02.1998;Stadt Graz - Stadtvermessung;47,021107;15,434944
1715417,702;5945503,418;3284;Gradnerstr.-Phyrnautobahn (G);1,3;350,5;31.12.1899;Stadt Graz - Stadtvermessung;47,021008;15,40986
1722341,164;5945584,285;4503;Liebenauer Hauptstraße 297;2;340;23.11.2001;Stadt Graz - Stadtvermessung;47,0215;15,472054
1716694,166;5945533,159;3363;Gradnerstr. 60-gegenüber (G61);1;347;31.12.1899;Stadt Graz - Stadtvermessung;47,021187;15,421326
1714439,506;5945510,85;4625;Aribonenstraße;3,5;350;16.05.2004;Stadt Graz - Stadtvermessung;47,021049;15,401073
1717682,265;5945606,374;4108;Mitterstr. 52a;1,2;347,200012;20.06.1995;Stadt Graz - Stadtvermessung;47,021637;15,430202
1722176,217;5945670,587;3450;Liebenauerhauptstr. 287-SW-Eck (L237-1);0,4;339,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,02203;15,470572
1722217,001;5945690,135;3453;Liebenauerhauptstr. 287-S-Eck (L237-4);0,35;339,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,022148;15,470939
1718992,942;5945668,489;3419;Rudersdorferstr. 110-westl. (RB3);15;337,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,022018;15,441977
1722183,166;5945704,448;3451;Liebenauerhauptstr. 287-N-Seite (L237/2);0;339,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,022236;15,470634
1720670,588;5945703,702;3440;Eintrachtg. 14;1,1;333,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,022232;15,457047
1722198,979;5945731,063;3452;Liebenauerhauptstr. 287-N-Eck (L237-3);0,3;339,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,0224;15,470777
1719554,984;5946478,405;4207;auer Welsbach Gasse (Gaswerk Schleppbahn);22,6;335,799988;13.08.1997;Stadt Graz - Stadtvermessung;47,026978;15,447025
1720742,309;5946491,849;4583;Dorfstrasse;2,2;334,700012;08.11.2003;Stadt Graz - Stadtvermessung;47,027058;15,457691
1719966,645;5946502,182;4210;auer Welsbach G. (Gaswerk gegenüber Gasometerw.;22;335,899994;28.08.1997;Stadt Graz - Stadtvermessung;47,027122;15,450724
1716871,252;5946472,392;4225;Staudenweg 3;1,5;348,5;02.10.1999;Stadt Graz - Stadtvermessung;47,026939;15,422916
1717822,546;5946483,47;4315;KB-G24/97 Bahnhof Puntigam westseitig;24;346,200012;17.02.1998;Stadt Graz - Stadtvermessung;47,027008;15,431462
1714672,869;5946450,8;4713;Hans Koren Ring;2,5;349,299988;16.07.2005;Stadt Graz - Stadtvermessung;47,026806;15,403169
1714723,941;5946466,1;4716;Hans Koren Ring 3;2,8;349;04.12.2005;Stadt Graz - Stadtvermessung;47,026901;15,403627
1712388,765;5946446,701;4096;Am Katzelbach 132-westlich;1,7;373;31.12.1899;Stadt Graz - Stadtvermessung;47,026783;15,38265
1714752,789;5946503,169;4715;Hans Koren Ring 2;2,1;349,100006;02.11.2005;Stadt Graz - Stadtvermessung;47,027126;15,403887
1714664,85;5946509,463;4714;Hans Koren Ring 1;2,8;349,200012;07.08.2005;Stadt Graz - Stadtvermessung;47,027168;15,403096
1719223,587;5946633,275;3412;Auer-Welsbach-Str. 60-südwestl. (AW60);0,5;335,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,027924;15,444048
1713493,021;5946656,966;3278;Weiberfelderweg/Schnabelweg-östl. (W);3,1;357;31.12.1899;Stadt Graz - Stadtvermessung;47,028069;15,39257
1715602,292;5946689,554;4106;Floraweg 29;1,5;349,299988;20.06.1995;Stadt Graz - Stadtvermessung;47,028271;15,411517
1715349,197;5946692,428;4107;Floraweg 38;2,3;349,299988;20.06.1995;Stadt Graz - Stadtvermessung;47,028286;15,409244
1718030,406;5946732,67;4581;Triesterstrasse/Puntigamerstr.;2,4;346,600006;08.11.2003;Stadt Graz - Stadtvermessung;47,028534;15,43333
1713299,444;5946679,596;3286;Weiberfelderweg 69 (W69);0;365,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,02821;15,390831
1718849,998;5946775,899;3411;Gmeinstr.31;0,4;337,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,028797;15,440692
1718081,233;5946769,983;4617;Triesterstrasse/Puntigamerstr.;2,8;346,5;02.11.2003;Stadt Graz - Stadtvermessung;47,028763;15,433786
1717732,606;5946777,698;3406;Triester-Str.364-westl.-ÖBB-Geleise(67a/1B);15;347;31.12.1899;Stadt Graz - Stadtvermessung;47,028809;15,430655
1716318,11;5946764,111;3365;Zahläckerweg 74 (Z74);0,5;349,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,028725;15,417948
1717864,169;5946798,321;3407;Triester-Str. 364-nordwestl. (67a/2B);14;341,5;31.12.1899;Stadt Graz - Stadtvermessung;47,028934;15,431836
1717934,216;5946819,698;3408;Triester-Str. 364-nördl. (67a/3B);15;347;31.12.1899;Stadt Graz - Stadtvermessung;47,029068;15,432466
1718089,141;5946846,464;3405;Triester-Str. 363/Puntigamerstr. (P/Tr);8;340,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,029228;15,433857
1718007,074;5946851,391;3404;Triester-Str.363/Puntigamerstr.(67a/4B);0,9;345,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,029259;15,43312
1718755,096;5946879,111;3410;Gmeinstr.21;0,4;336,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,02943;15,439839
1720364,742;5946991,467;3438;Rainweg 8;1;336,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,030117;15,454299
1714207,385;5946925,591;3274;Weblingerstr. 41-Metro-Mitte (3);1,3;351,5;31.12.1899;Stadt Graz - Stadtvermessung;47,029713;15,398987
1717687,389;5946990,185;4313;KB-G22/97 Bahnüberführung Schwarzer Weg südosts;23,200001;347,299988;03.02.1998;Stadt Graz - Stadtvermessung;47,030109;15,430248
1721960,19;5947040,197;4360;Südgürtel;3;342,700012;02.07.1995;Stadt Graz - Stadtvermessung;47,030415;15,468632
1717588,081;5946991,97;4629;Schwarzer Weg;8;347,700012;14.03.2004;Stadt Graz - Stadtvermessung;47,030121;15,429357
1714261,107;5946964,432;3273;Weblingerstr. 41-Metro (2);1,4;351,5;31.12.1899;Stadt Graz - Stadtvermessung;47,029953;15,399469
1717662,424;5947008,993;4312;KB-G21/97 Bahnüberführung Schwarzer Weg ostseit;15;347,600006;04.02.1998;Stadt Graz - Stadtvermessung;47,030224;15,430024
1717603,218;5947012,713;4311;Bahnüberführung Schwarzer Weg westseitig;15;347;04.02.1998;Stadt Graz - Stadtvermessung;47,030247;15,429492
1717456,041;5947012,471;4630;Schwarzer Weg;5,4;348,899994;03.10.2004;Stadt Graz - Stadtvermessung;47,030247;15,42817
1717375,42;5947018,878;4586;Weblinger Gürtel;4;348,700012;31.10.2003;Stadt Graz - Stadtvermessung;47,030285;15,427445
1717690,242;5947022,538;4679;Triesterstrasse / Unterführung;3,5;347,5;18.09.2005;Stadt Graz - Stadtvermessung;47,030308;15,430274
1717971,369;5947027,265;3400;Triester-Str. 357 (Brauerei) (P/I);197,300003;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,030338;15,432799
1720902,865;5947063,638;3439;Stanglmühlstr. 31;1,4;336,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,03056;15,459133
1717543,558;5947042,87;4631;Schwarzer Weg;8;348,600006;16.05.2004;Stadt Graz - Stadtvermessung;47,030434;15,428956
1717426,33;5947048,852;4680;Neue Straßenbahnstation;5,2;348,799988;04.12.2005;Stadt Graz - Stadtvermessung;47,030468;15,427903
1714319,047;5947018,014;3272;Weblingerstr. 41-Metro-NO-Eck (1);0,2;351,5;31.12.1899;Stadt Graz - Stadtvermessung;47,030281;15,39999
1717819,921;5947079,867;3402;Triester-Str./Schwarzer-Weg-W-Seite (BIV);4;347,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,030659;15,431438
1717862,284;5947089,172;3403;Triester-Str./Schwarzer-Weg-O-Seite (BIII);4;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,030716;15,43182
1717835,825;5947097,68;4678;Triesterstrasse / Brauhaus;10;347,5;01.11.2005;Stadt Graz - Stadtvermessung;47,030769;15,431581
1718064,189;5947106,2;3401;Triester-Str. 359 (Brauerei)-N-Seite (P/II);123;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,030819;15,433633
1721120,213;5947141,001;3432;Engelsdorferstr./Stanglmühlstr.;0,2;338,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,031033;15,461086
1714293,541;5947069,125;3271;Weblingerstr. 32 (W32);0,2;352,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,030594;15,399761
1717518,863;5947114,568;4309;KB-G18/97 Bahnübergang Schwarzer Weg nördlich;24;348,700012;28.01.1998;Stadt Graz - Stadtvermessung;47,030872;15,428735
1717205,835;5947119,738;4500;IKEA Straßenanriss;3,1;349,799988;24.12.2000;Stadt Graz - Stadtvermessung;47,030903;15,425922
1718364,052;5947137,575;3399;Triester-Str. 349 (Brauerei)-südöstl. (Cl14);65,919998;346,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,031013;15,436327
1717614,16;5947130,366;4310;KB-G19/97 Bahnübergang Schwarzer Weg nördöstlic;23;347,5;28.01.1998;Stadt Graz - Stadtvermessung;47,030968;15,42959
1711499,394;5947060,127;4071;Mantscha-Waldweg 50;2;447,5;31.12.1899;Stadt Graz - Stadtvermessung;47,030537;15,37466
1718583,896;5947148,922;4094;Puntigamerstr./Herrgottwiesgasse;1,8;338,600006;07.02.1995;Stadt Graz - Stadtvermessung;47,031082;15,438302
1720104,513;5947211,823;4582;Murfelderstrasse;2;337,399994;08.11.2003;Stadt Graz - Stadtvermessung;47,031467;15,451962
1719354,71;5947209,173;3397;Puntigamer-Str.125-südl.(5);2,6;337,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,031452;15,445226
1713947,578;5947342,628;3270;Salfeldstr.-Mitte (I/16B);14,7;352,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,032269;15,396653
1713628,336;5947340,248;3269;Martinhofstr./Salfeldstr. (I/15-1B);7,9;354;31.12.1899;Stadt Graz - Stadtvermessung;47,032253;15,393785
1714114,756;5947349,046;4220;Salfeldstr. (Straßgangerstr. 440);5;352,299988;17.10.1999;Stadt Graz - Stadtvermessung;47,032307;15,398155
1719205,958;5947411,681;3393;Puntigamer-Str.127-O-Seite(1);2;337,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,032692;15,44389
1716067,541;5947401,679;3357;Weblinger-Gürtel 20/MöMA (W54-B);0;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,032631;15,415697
1720334,586;5947459,771;3431;Krummer-Weg12b(K15);1;337,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,032986;15,454028
1716108,422;5947412,445;3358;Weblinger-Gürtel 20/MöMA (W54/C);0;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,032696;15,416064
1717719,195;5947432,754;3390;Alte-Poststr./Triesterstr.328(AP/W);1,1;348,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,032822;15,430534
1713977,6;5947391,471;4433;Plabutschtunnel I/16B;14;352,5;02.10.1975;Stadt Graz - Stadtvermessung;47,032566;15,396923
1719167,233;5947468,535;3396;Puntigamer-Str.125-W-Seite(4);2,1;337,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,033039;15,443542
1716087,611;5947438,644;3356;Weblinger-Gürtel 20/MöMA (W54-A);0;350,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,032856;15,415877
1716138,502;5947470,096;3359;Weblinger-Gürtel 25/IKEA (IkeaS);0,1;350,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,033047;15,416334
1717696,586;5947488,32;3389;Alte-Poststr.481-südl.(AP/W);1,1;348,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,033161;15,430331
1713591,06;5947444,107;4432;Martinhofstr. Plabutschtunnel Teil I/15,1B;12;354,700012;14.10.1975;Stadt Graz - Stadtvermessung;47,03289;15,393451
1714631,471;5947469,834;4367;A9/BV (Webling);16;351,200012;08.02.1989;Stadt Graz - Stadtvermessung;47,033047;15,402797
1714670,242;5947473,236;4366;A9/BIV (Webling);16;350,899994;03.02.1989;Stadt Graz - Stadtvermessung;47,03307;15,403145
1714947,136;5947478,011;4434;GKB Hst. Webling, Plabutschtunnel I/18B;16;351;11.09.1975;Stadt Graz - Stadtvermessung;47,033096;15,405632
1714766,837;5947478,797;4365;A9/BIII (Webling);15,5;350,799988;01.02.1989;Stadt Graz - Stadtvermessung;47,0331;15,404013
1719001,209;5947463,696;4368;67a/5B (Südgürtel Mühlgangbrücke);12;337,200012;25.07.1988;Stadt Graz - Stadtvermessung;47,033009;15,442051
1714438,9;5947480,751;4206;Stregengasse 13 gegenüber;1,8;351,299988;01.06.1997;Stadt Graz - Stadtvermessung;47,033115;15,401067
1715154,901;5947495,177;4435;Kärntnerstr. Plabutschtunnel I/20B;15;351,799988;03.09.1975;Stadt Graz - Stadtvermessung;47,033203;15,407498
1713475,816;5947479,443;4084;Martinhofstr. 71- östl. (I/15B);20;357,100006;23.09.1975;Stadt Graz - Stadtvermessung;47,033104;15,392415
1713263,606;5947491,566;4083;Martinhofstr. 71- nördl. (I/14-1B);25;367,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,03318;15,390509
1715181,444;5947529,283;3501;Kärntnerstr. 296 (I/20B);13;348,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,033409;15,407737
1714921,938;5947552,637;3277;A.-Cossmann-G. 35-südl. (I/18B);0,5;351,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,033554;15,405406
1720700,205;5947637,256;4686;Engelsdorferstrasse / nahe Nr.14;2,5;338;11.09.2005;Stadt Graz - Stadtvermessung;47,034073;15,457313
1714719,471;5947582,542;3276;A.-Cossmann-G. 25 (A23/25);0,3;351,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,033737;15,403587
1714590,502;5947589,815;3267;A.- Cossmann- G. 19;0,2;351,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,033783;15,402429
1713141,391;5947594,394;4082;Kehlbergstr. 56- östlich (I/14B);30;373,5;30.09.1975;Stadt Graz - Stadtvermessung;47,03381;15,389411
