XCoord;YCoord;NR;ADRESSE;TIEFE_M;GOK;AUFNDATUM;HERKUNFT;PHI;LAMBDA
1719407,254;5952676,533;3545;Schießstattg. 16a;3,4;351;31.12.1899;Stadt Graz - Stadtvermessung;47,064915;15,445698
1719114,188;5952674,653;1625;Grazbachg. 36;4;351,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,064903;15,443066
1712747,454;5952602,366;2243;Gritzenweg 9-südwestlich (G9);0,2;378,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,064461;15,385872
1716997,757;5952653,104;1682;Idlhofg.111/113;1,4;352,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,064774;15,424053
1717744,293;5952661,801;4101;Ägydigasse 15;2,5;347,799988;28.03.1995;Stadt Graz - Stadtvermessung;47,064827;15,430759
1718433,55;5952669,774;2036;Friedrichg. 15a (ZP7);22,6;348;31.12.1899;Stadt Graz - Stadtvermessung;47,064877;15,436952
1718698,759;5952672,827;1568;Wielandg.18;1,8;350,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,064896;15,439334
1719547,272;5952682,541;3554;Schießstattg. 5;3,1;351;31.12.1899;Stadt Graz - Stadtvermessung;47,064953;15,446956
1721279,346;5952702,112;4001;Koßg. 23;2,3;365,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,065071;15,462516
1719484,193;5953180,171;3527;Kaiser Josef Platz 8 (K8);2;355;31.12.1899;Stadt Graz - Stadtvermessung;47,067997;15,446389
1718156,861;5953167,869;1833;Grieskai/Entenplatz-Murseite(G3);4;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,067924;15,434465
1716730,637;5953154,206;1223;Ungerg.48(U);2;356,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067841;15,421654
1719357,661;5953184,608;3513;Gleisdorfergasse 10 (G10);0,82;354,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,068024;15,445252
1719922,409;5953191,039;3626;Technikerstr. 4 (T4/1);2,35;357,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068066;15,450326
1719142,104;5953183,613;1653;Opernring13;2;352;31.12.1899;Stadt Graz - Stadtvermessung;47,06802;15,443316
1719718,265;5953190,189;3615;Mandellstr. 10;2,4;356,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,068058;15,448492
1715549,997;5953143,224;1176;Alte-Poststr.157-West(ATP157/2);1,3;362,299988;01.01.1988;Stadt Graz - Stadtvermessung;47,067772;15,411048
1716464,78;5953155,495;1231;Friedhofg. 25;2,16;360,5;31.12.1899;Stadt Graz - Stadtvermessung;47,067848;15,419266
1716492,472;5953155,82;1230;Friedhofg.23;1,75;360,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,067848;15,419515
1717993,255;5953173,327;1883;Griesg.38;2,2;348,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,067955;15,432996
1718111,351;5953174,694;4357;Entenplatz West;10;349;19.08.1993;Stadt Graz - Stadtvermessung;47,067966;15,434057
1716697,897;5953159,702;1237;Steinfeldg.14;2;357,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067871;15,42136
1716944,654;5953162,592;1664;Idlhofg.36;1,62;351,5;31.12.1899;Stadt Graz - Stadtvermessung;47,06789;15,423576
1719882,63;5953196,468;3628;Technikerstr. 4 (T4/3);3,2;357,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,068096;15,449968
1716449,062;5953158,25;1232;Friedhofg.20(F8);1,4;360,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,067863;15,419125
1720337,302;5953203,092;3837;Rechbauerstr. 36;3,2;360;31.12.1899;Stadt Graz - Stadtvermessung;47,068138;15,454053
1724050,62;5953245,761;3150;Waltendorfer- Hauptstr. 110c- östl. (W112a);5,3;419,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,068401;15,487411
1720872,999;5953212,073;3931;Herrandg. 30;1,2;364,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,068192;15,458865
1716358,31;5953161,593;4296;KB-G05/97 Bahnübergang Friedhofgasse;25;361,600006;20.01.1998;Stadt Graz - Stadtvermessung;47,067886;15,418309
1716556,86;5953163,927;1227;Friedhofg. 17;1,25;359,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067898;15,420093
1718152,445;5953182,519;4356;Entenplatt Ost;10;347,899994;19.08.1993;Stadt Graz - Stadtvermessung;47,068012;15,434426
1719902,18;5953204,041;3629;Technikerstr. 4 (TU/Bc);1;357,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,068146;15,450144
1716506,69;5953167,748;1229;Friedhofg.14;2,28;359,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,067921;15,419641
1716621,117;5953170,562;1225;Friedhofg.9;3,5;358,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,06794;15,42067
1720052,327;5953210,155;3791;Sparbersbachg. 35;2,8;358,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,06818;15,451493
1720136,149;5953211,105;3826;Raimundg. 2;1,3;357,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,068188;15,452246
1725890,053;5953365,549;3159;Savenauweg 3 (W207S);0;472;31.12.1899;Stadt Graz - Stadtvermessung;47,069134;15,503934
1718057,531;5953279,919;1878;Griesg.24;1,6;348,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,068607;15,433574
1719581,49;5953297,419;3524;Kaiser-Josef-Platz 3 (K3);1,9;356,5;31.12.1899;Stadt Graz - Stadtvermessung;47,068714;15,447264
1716890,522;5953267,807;1204;Prankerg.37;1,6;352;31.12.1899;Stadt Graz - Stadtvermessung;47,068535;15,42309
1722395,639;5953734,797;2060;Kaiserwaldweg 51- östlich (KW);0;409,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,071392;15,472544
1718183,031;5953403,391;1475;Tegetthoffbrücke-West (TB1);11,6;346,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,069363;15,434701
1720114,087;5953425,493;4057;Morellenfeldg. 10;2,95;361,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,0695;15,452047
1720737,433;5953435,477;3899;Schillerstr. 50;2,4;362,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,069561;15,457647
1716388,948;5953386,882;1197;Niesenbergerg. 75/Innen (N75);1,86;361;31.12.1899;Stadt Graz - Stadtvermessung;47,069263;15,418584
1717380,696;5953398,491;1730;Elisabethinerg.21;2,07;349,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,069332;15,427493
1718635,028;5953414,483;1502;Schmiedg. 10;1,4;349,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,069431;15,438761
1720378,383;5953434,366;3845;Naglerg.34;0,9;360,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,069553;15,454422
1716639,043;5953392,76;1199;Niesenbergerg. 57a (N57/2);0,68;359,5;31.12.1899;Stadt Graz - Stadtvermessung;47,069298;15,420831
1718373,742;5953412,943;1467;Andreas-Hofer-Platz 7 (N6);2,75;350,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,069424;15,436414
1718584,159;5953415,368;1514;Rauberg. 3;1,7;349,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,069439;15,438304
1719475,517;5953234,466;3526;Kaiser-Josef-Platz 9 (KJP);1,6;355,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,068329;15,446311
1720951,833;5953252,653;3925;Schillerpl. 7;2;365;31.12.1899;Stadt Graz - Stadtvermessung;47,068443;15,459574
1718288,116;5953223,779;1481;Marburgerkai 45-murseitig (M2);4,5;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068264;15,435645
1717690,337;5952702,335;1999;Ägydig.18a (2);0,84;347,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,065075;15,430275
1719049,485;5952719,483;1618;Jakoministr.26/28;1,2;351,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,065178;15,442484
1717701,293;5952705,403;2000;Ägydig.18a(3);1,6;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,065094;15,430373
1718034,052;5952709,26;2014;Lagerg.16;1,6;347,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,065117;15,433362
1717711,83;5952706,995;2001;Ägydig.18a (5);3;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,065102;15,430468
1718451,63;5952715,553;1558;Zimmerplatzg. 15-Westseite (ZP1);21,9;348,200012;01.01.1988;Stadt Graz - Stadtvermessung;47,065155;15,437114
1718684,318;5952718,232;1565;Wielandg.14;2;350,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,06517;15,439204
1718922,124;5952720,963;1585;Schönaug.17;1,9;351,100006;01.01.1988;Stadt Graz - Stadtvermessung;47,065189;15,44134
1720035,281;5952733,661;3804;Kopernikusg. 25;2,5;354,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,065266;15,45134
1718007,546;5952032,769;2726;Lagergasse67(L71);2,15;347;31.12.1899;Stadt Graz - Stadtvermessung;47,060978;15,433125
1720964,196;5952066,491;3043;Petersg. 80;1,5;360;31.12.1899;Stadt Graz - Stadtvermessung;47,061184;15,459684
1713641,439;5951985,54;2254;Herbersteinstr. 93- Südseite;1,5;362,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,060688;15,393903
1723696,811;5952101,173;4282;Peierlhang NW von 31a;1,5;392,700012;07.08.1999;Stadt Graz - Stadtvermessung;47,061398;15,484232
1721854,942;5952082,333;3081;Plüddemanng. 94 (P94);3,5;365,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,061279;15,467686
1720079,15;5952065,322;3015;Münzgrabenstr.70;1,3;352;31.12.1899;Stadt Graz - Stadtvermessung;47,061176;15,451734
1720194,863;5952069,573;3032;Münzgrabengürtel/Kirche(67c/1Bb);1,9;354,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,061203;15,452773
1717750,492;5952048,899;4152;Karlauerstr. 45;0,8;346,5;17.05.1997;Stadt Graz - Stadtvermessung;47,061077;15,430815
1720789,63;5952083,637;4478;Moserhofgasse 10/10a;2,5;359,299988;01.11.2001;Stadt Graz - Stadtvermessung;47,061287;15,458117
1716710,582;5952045,587;4181;Kärntnerstr. 28;3;352,600006;12.07.1997;Stadt Graz - Stadtvermessung;47,061054;15,421474
1718662,107;5952071,19;2844;Brockmanng.110;2;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,061211;15,439004
1718689,911;5952074,449;2845;Brockmanng.108;1,8;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,061234;15,439254
1718714,802;5952076,205;2846;Brockmanng.106;2;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,061241;15,439478
1719231,93;5952088,014;2881;C.-v-Hötzendorf-Str. 28;3,2;348,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,061314;15,444123
1721162,998;5952109,88;4647;Friedensgasse;3,4;360,100006;16.05.2004;Stadt Graz - Stadtvermessung;47,061447;15,461471
1719744,715;5952095,332;2988;Karl-Maria-von-Weber-G. 11 (HBg);3,1;348,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,061359;15,44873
1718575,479;5952086,362;2843;Wielandg. 43-Hof (B116/118);2,1;347,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,061306;15,438226
1716996,044;5952069,508;2721;Lazarettgürtel 54- Hof (Lg56/3);1,12;350,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,061203;15,424038
1717028,225;5952074,294;2720;Lazarettgürtel 54/ Westseite (Lg56/2);1,31;350,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,06123;15,424327
1719555,578;5952104,938;2987;Klosterwiesg.74;1,8;348,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,06142;15,447031
1717620,624;5952533,945;1963;Albert-Schweitzer-G.30(33);1,55;348,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,064045;15,429648
1717546,895;5952536,028;4129;Albert Schweizergasse 36a;3,7;348,799988;14.11.1995;Stadt Graz - Stadtvermessung;47,064056;15,428987
1717789,388;5952538,844;1917;Griesplatz16;1;347,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,064075;15,431165
1718097,369;5952542,412;1839;Grieskai/Synagogenplatz-Kaimitte(GHk2);6;347,5;31.12.1899;Stadt Graz - Stadtvermessung;47,064095;15,433931
1719280,099;5952556,011;1639;Schiessstattg. 26;2,3;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,064178;15,444556
1717645,333;5952538,642;1962;Albert-Schweitzer-G.30(30);1,9;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,064072;15,429871
1718846,228;5952552,511;1592;Schönaug. 29/31 (8);5,1;350,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,064159;15,440659
1717946,281;5952543,603;2022;Lagerg.28;1;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,064102;15,432574
1719655,582;5952564,704;3581;Kastellfeldgasse 9 (K9-15);1,2;350,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,064232;15,447929
1713525,374;5952498,619;2569;Burenstr. 55-Ostseite (B47);1,5;363,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,063828;15,39286
1717820,308;5952550,963;1916;Griesplatz15;0,5;347,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,064148;15,431442
1718214,452;5952555,525;1571;Augartenbrücke-Ost (ABII);21;344,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,064175;15,434983
1717581,592;5952551,131;1961;Albert-Schweitzer-G. 34 (35);1,39;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,064148;15,429298
1718116,397;5952557,332;1841;Augartenbrücke-West (ABI);21,4;342,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,064186;15,434102
1717014,835;5952545,994;1686;Idlhofg.121;1,1;351,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,064117;15,424207
1717950,027;5952561,286;2021;Lagerg.26;1,72;347,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,064213;15,432608
1718063,862;5952564,074;4239;Grieskai 58 (Zweiglgasse);3;348;09.01.1999;Stadt Graz - Stadtvermessung;47,064228;15,43363
1712691,521;5952501,725;2245;Gritzenweg 18-Nordseite (G15);0,5;387,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,063847;15,385369
1720387,078;5952595,052;3815;Steyrerg. 3;2,56;359,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,064419;15,4545
1717579,826;5952564,34;1960;Albert-Schweitzer-G.34(36);1,23;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,064228;15,429282
1718857,362;5952579,098;1591;Schönaug. 22-Str.mitte (9);4,9;351,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,06432;15,440759
1719206,19;5952586,035;1642;Mayg.13;1,2;350,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,064362;15,443892
1723761,187;5952636,942;3183;Rablhang 7- gegenüber (R2);0;401,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,064674;15,48481
1717790,034;5952571,192;1915;Griesplatz17;0,6;347,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,06427;15,43117
1719771,081;5953224,602;3632;Lessingstr. 34;2,3;356,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,068272;15,448966
1720075,992;5953229,535;3790;Sparbersbachg. 37;2,7;358,5;31.12.1899;Stadt Graz - Stadtvermessung;47,068298;15,451706
1720596,188;5953235,418;3911;Naglerg. 57;3,8;361,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,068336;15,456379
1720702,574;5953236,617;3908;Schützenhofg. 28;0,5;363,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,068344;15,457335
1716553,77;5953190,353;2187;Eggenbergergürtel 40/innen (EG40);3;359,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,068062;15,420065
1718305,268;5953210,746;1485;Marburgerkai 45-West/innen (M2);8,2;349,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068184;15,435799
1720312,325;5953235,152;3835;Rechbauerstr. 41;4,8;360,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,068333;15,453829
1725881,962;5953299,307;3160;Savenauweg 10 (S10);0;472,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,068726;15,503861
1717891,36;5953214,78;1852;Feuerbachg.27;1,4;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068211;15,43208
1718867,568;5953226,039;1497;Kaiserfeldg.6;3,75;350,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,068279;15,44085
1720093,758;5953240,027;3789;Sparbersbachg. 39;2,8;358,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068363;15,451865
1717452,746;5953466,957;1785;Kernstockg.21;1,9;349,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,069752;15,428141
1716930,674;5952915,456;1245;Idlhofg.56;2,6;351,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,06638;15,42345
1717216,689;5952918,798;1739;Josef-Huber-G.8;1,22;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,066399;15,42602
1718958,325;5952938,944;1578;Jakominiplatz18/Hof;0,7;352,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,066521;15,441666
1716475,689;5952911,59;1243;Eggenbergerg./Steinfeldg./Baugr.-West(EG3);1,3;359,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,066357;15,419363
1719661,063;5952948,444;3586;Dietrichsteinpl. 5 (S5);4,7;354,5;31.12.1899;Stadt Graz - Stadtvermessung;47,066582;15,447978
1718056,707;5952931,498;1901;Brückenkopfg.2;2,1;348,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,066475;15,433566
1718978,772;5952945,059;1577;Jakominiplatz17/Hof;0,7;352,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,066559;15,441849
1720743,568;5952965,113;3981;Naglerg. 73;2,7;362,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,066681;15,457703
1723267,851;5952993,173;3175;Waltendorfer- Hauptstr. 95;0,8;436,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,066853;15,480378
1717655,438;5952932,726;1941;Albert-Schweitzer-G.3(49);1,42;348,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,066483;15,429961
1717733,544;5952933,633;1989;Ägydig. 4 (A/PT);23,799999;348,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,06649;15,430663
1718009,75;5952936,835;1894;Storchg.1/2(S2/1);1;348,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,066509;15,433145
1718022,354;5952936,981;1893;Storchg.2(S2);0,9;348,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,066509;15,433257
1717474,836;5953077,633;1866;Dreihackeng.32/2;1,29;349,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067371;15,428339
1718016,404;5953083,919;1890;Entenplatz8;0,9;348,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,06741;15,433204
1720421,414;5953112,897;3920;Rechbauerstr. 44;3;360,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,067585;15,454808
1716950,51;5953074,456;1668;Idlhofg.49;1,49;351,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067352;15,423629
1720681,046;5953117,296;3932;Herrandg. 16;1,2;363,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,067612;15,457141
1721152,01;5953122,591;3992;Plüddemanng. 14 (P14/16-2);4,8;366,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067646;15,461371
1723390,738;5953147,409;3174;Waltendorfer Hstr. 103b (WaHa101/103-5);0;431,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,067799;15,481483
1720949,916;5953121,792;3948;Krenng. 39;3,3;364,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,067642;15,459557
1726060,579;5953177,722;4142;Waltendorfer Hauptstr. 214;3,7;475,600006;10.12.1995;Stadt Graz - Stadtvermessung;47,067982;15,505466
1717469,64;5953083,453;1873;Dreihackeng.32/9;1,33;349,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067406;15,428292
1718664,301;5953097,276;1495;Rauberg.18(K17);3,2;350;31.12.1899;Stadt Graz - Stadtvermessung;47,06749;15,439024
1719266,843;5953104,185;1647;Jakominiplatz/Steirerhof-Ost (St1);20;353,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,067532;15,444437
1716384,269;5953072,223;4323;KB-EG1/97 Bahnübergang Friedhofgasse Südbahnstr;10;361,100006;11.02.1998;Stadt Graz - Stadtvermessung;47,067337;15,418542
1716588,094;5953074,618;1190;Eggenbergergürtel48;0,66;358,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067352;15,420373
1721203,247;5953127,576;3990;Plüddemanng./Ruckerlbergg.;1,2;366,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,067677;15,461832
1720126,703;5953112,502;3825;Ullandg. 7;1,2;357,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,067585;15,452161
1717459,349;5953086,274;1872;Dreihackeng. 32/8 (Nord-West);1,22;349,5;31.12.1899;Stadt Graz - Stadtvermessung;47,067425;15,4282
1717936,14;5953093,281;1885;Griesg.44;1,9;348;31.12.1899;Stadt Graz - Stadtvermessung;47,067467;15,432483
1718607,104;5953101,028;1494;Kaiserfeldg. 22-Str.mitte (K);0,7;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,067513;15,43851
1717478,501;5953089,437;1865;Dreihackeng.32/1(Nord-Ost);1;349,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067444;15,428371
1720715,945;5953129,45;3934;Herrandg. 18-Strasse;2,28;363,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067688;15,457455
1720103,676;5953126,942;3822;Uhlandg. 5;3,4;358,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067673;15,451954
1721128,82;5953138,502;3993;Plüddemanng. 14-Nordwest (P14/16-3);3,7;366,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067741;15,461164
1721018,59;5953140,205;3945;Krenng./Ruckerlberggürtel;3;365;31.12.1899;Stadt Graz - Stadtvermessung;47,067753;15,460173
1720525,475;5953137,593;3919;Schützenhofg. 16;3,8;361,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,067738;15,455743
1720533,5;5953297,925;3917;Naglerg. 49;3,2;361,5;31.12.1899;Stadt Graz - Stadtvermessung;47,068718;15,455815
1722427,915;5953319,099;2064;Obere- Teichstr. 41 (OT39);2;385;31.12.1899;Stadt Graz - Stadtvermessung;47,068848;15,472834
1716718,03;5953255,495;1240;Steinfeldg.4;1,63;355,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068459;15,42154
1720358,506;5953298,889;3841;Katzianerg. 8;3,4;360,5;31.12.1899;Stadt Graz - Stadtvermessung;47,068726;15,454244
1716558,413;5953256,562;1188;Eggenbergergürtel34;2,4;359,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,068466;15,420107
1717871,65;5953271,886;1849;Feuerbachg.21;1,2;349;31.12.1899;Stadt Graz - Stadtvermessung;47,068558;15,431904
1720486,994;5953301,811;3849;Nibelungeng. 24;3,7;361,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,068741;15,455398
1718291,888;5953278,217;1480;Marburgerkai43-murseitig(M1);4,1;349,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,0686;15,435678
1717060,386;5953266,853;1694;Prankerg.25/Hof-Nord(1);0,75;350,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,068527;15,424616
1717019,784;5952700,402;2042;Idlhofg.101/Hof;0,4;352,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,065063;15,424252
1719297,211;5952726,727;3542;Klosterwiesg. 19;1,2;351,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,065224;15,44471
1721417,572;5952752,17;3999;Plüddemanng. 46 (P46/1);1,85;367,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,06538;15,463758
1717635,489;5952706,108;1950;Albert-Schweitzer-G.23-Nord(A23);1,83;348,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,065098;15,429782
1717721,154;5952711,513;2002;Ägydig.18a-Ost(4);1,75;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,065132;15,430552
1717648,173;5952712,136;1949;Albert-Schweitzer-G.21/23(A21/22);1,75;348,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,065136;15,429896
1720005,463;5952739,202;3805;Kopernikusg. 23;2;354,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,0653;15,451072
1720332,513;5952742,907;3810;Petersg. 7-gegenüber-NO (P10/1);3,15;360,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,065323;15,45401
1716426,51;5953119,763;4297;KB-G06/97 Bahnübergang Friedhofgasse;25;360,5;12.01.1998;Stadt Graz - Stadtvermessung;47,067627;15,418921
1716940,37;5953127,26;1666;Idlhofg. 40;1,35;351,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,067673;15,423538
1718386,35;5953144,057;1490;Kalchbergg.10;2,9;350,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,067776;15,436527
1719867,163;5953163,95;3631;Technikerstr. 4 (TU/Ba);11,2;356,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,067898;15,44983
1719260,215;5953158,502;1650;Gleisdorferstr.9;0,7;353,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,067867;15,444377
1720637,325;5953174,137;3933;Naglerg. 61;2,2;363;31.12.1899;Stadt Graz - Stadtvermessung;47,067963;15,456748
1719894,536;5953167,201;3627;Technikerstr. 4 (T4/2);1,85;357,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,067921;15,450075
1717971,134;5953146,609;1884;Griesg.40;1,9;348;31.12.1899;Stadt Graz - Stadtvermessung;47,067791;15,432797
1718653,24;5953154,482;1496;Rauberg.16;3;349,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,067841;15,438925
1715453,862;5953118,561;2220;Alte-Poststr./Köflacher-Bahnhof(AP157/1);1,7;363;31.12.1899;Stadt Graz - Stadtvermessung;47,067619;15,410184
1723356,331;5953211,716;3173;Waltendorfer Hstr. 103c-NW-Eck (WaHa101/103-4);0;425,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,068192;15,481174
1720357,062;5953179,794;3853;Nibelungeng./Rechbauerstr. (R38);2,6;360,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067997;15,45423
1719527,806;5953171,848;3614;Schlögelg. 1;1,5;354,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,067947;15,446781
1717501,364;5953152,917;1863;Dreihackeng. 24/26;1,61;349,5;31.12.1899;Stadt Graz - Stadtvermessung;47,067833;15,428577
1720015,86;5953181,809;3792;Sparbersbachgasse 31 (S31);2,8;357,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,068008;15,451165
1716943,508;5953147,878;1665;Idlhofg.38;1,1;351,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,067802;15,423566
1720224,053;5953187,109;3829;Raimundg. 12;3,75;359,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,068039;15,453035
1719420,737;5953179,447;3528;Lutherg. 1;2;354,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,067993;15,445819
1719019,904;5952872,028;1605;Jakoministr.7/9;1,2;351,5;31.12.1899;Stadt Graz - Stadtvermessung;47,066113;15,442219
1720484,082;5952882,803;3977;Schörgelg. 48;2,1;360,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,066177;15,455372
1717743,035;5952860,241;1990;Ägydig.10;1;347,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,06604;15,430748
1720016,409;5952886,33;3803;Schörgelg. 24;1,9;355,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,0662;15,45117
